Unnamed: 0,old_id,label,text,Slogan,Restructured,Context (deprecated),Example,Argument,Support/Citation,Data Domain,Tool Used/Mentioned,Dashboard Type,Authors,Work,Year,Publisher,How I found it ,Format,Reason for Rating,Subjective Trust Score:,Link,id,doc_id,cleaned_text,tokens,preprocessed_text
1013,D039.005,data,"The accuracy, precision, lineage, source, and age of data must accompany all data",Veracity,,,,,,City administration,Nonspecific,"city dashboards, they display quantifiable data about a citys status in space and time, but they do not principally state how citizens, city management, or private enterprises should act; displaying only the necessary information that is needed to react to potentially influential issues highlighted in the data.","Gareth W. Young, Rob Kitchin",Creating design guidelines for building city dashboards from a user's perspectives,2020,International Journal of Human-Computer Studies,Google Scholar,Research Paper,No strong opinion,4,https://www.sciencedirect.com/science/article/pii/S1071581920300331,Gareth_005_accuracy_precision_lineage_source,Gareth_005_accuracy_precision_lineage_source,"The accuracy, precision, lineage, source, and age of data must accompany all data","['accuracy', 'precision', 'lineage', 'source', 'age', 'data', 'must', 'accompany', 'data']",accuracy precision lineage source age data must accompany data
1015,D039.007,data,Use both real-time and historic data; arrange them logically and group them thematically.,Data Types,,,,,,City administration,Nonspecific,"city dashboards, they display quantifiable data about a citys status in space and time, but they do not principally state how citizens, city management, or private enterprises should act; displaying only the necessary information that is needed to react to potentially influential issues highlighted in the data.","Gareth W. Young, Rob Kitchin",Creating design guidelines for building city dashboards from a user's perspectives,2020,International Journal of Human-Computer Studies,Google Scholar,Research Paper,No strong opinion,4,https://www.sciencedirect.com/science/article/pii/S1071581920300331,Gareth_007_use_both_real_time,Gareth_007_use_both_real_time,Use both real-time and historic data; arrange them logically and group them thematically.,"['use', 'real', 'time', 'historic', 'data', 'arrange', 'logically', 'group', 'thematically']",use real time historic data arrange logically group thematically
1020,D041.001,data,“support correct data interpretation,“support correct data interpretation,,,,,Few,Public Health,Nonspecific," Dashboards allow users
to monitor one or more systems at a glance by integrating them and summarizing key
metrics in real time to support decision making (Kintz, 2012; Morgan et al., 2008). ",International Conference on HCI in Business,Towards Public Health Dashboard Design Guidelines,2014,International Conference on HCI in Business,Google Scholar,research paper,No strong opinion,4,https://link.springer.com/chapter/10.1007/978-3-319-07293-7_5,International_001_support_correct_data_interpretation,International_001_support_correct_data_interpretation,“support correct data interpretation,"['support', 'correct', 'data', 'interpretation']",support correct data interpretation
1024,D041.005,data,Information Aggregation,Information Aggregation,,,,," (Cheng et al., 2011;
Morgan et al., 2008), Few, Gao et al (2006)",Public Health,Nonspecific," Dashboards allow users
to monitor one or more systems at a glance by integrating them and summarizing key
metrics in real time to support decision making (Kintz, 2012; Morgan et al., 2008). ",International Conference on HCI in Business,Towards Public Health Dashboard Design Guidelines,2014,International Conference on HCI in Business,Google Scholar,research paper,No strong opinion,4,https://link.springer.com/chapter/10.1007/978-3-319-07293-7_5,International_005_information_aggregation,International_005_information_aggregation,Information Aggregation,"['information', 'aggregation']",information aggregation
1030,D042.002,data,"Use numbers to present key data or quantitative information. Numbers receive high attention, making them ideal for conveying quantitative information. Plac- ing them beneath titles or subtitles in the top-left allows users to grasp key data quickly.",Use numbers to present key data or quantitative information.,,,,,Experimental Results,Nonspecific,Nonspecific,"First, a dashboard integrates various
objects, including textual, visual, and hybrid objects [6].
Second, the layout of a dashboard is essential for establishing
relationships and guiding viewing behavior","Manling Yang, Yihan Hou, Ling Li, Remco Chang, Wei Zeng","Dashboard Vision: Using Eye-Tracking to
Understand and Predict Dashboard Viewing
Behaviors",2021,TVCG,Google Scholar,research paper,Strong research,5,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10850879,Manling_002_use_numbers_present_key,Manling_002_use_numbers_present_key,"Use numbers to present key data or quantitative information. Numbers receive high attention, making them ideal for conveying quantitative information. Plac- ing them beneath titles or subtitles in the top-left allows users to grasp key data quickly.","['use', 'number', 'present', 'key', 'data', 'quantitative', 'information', 'number', 'receive', 'high', 'attention', 'making', 'ideal', 'conveying', 'quantitative', 'information', 'plac', 'ing', 'beneath', 'title', 'subtitle', 'top', 'left', 'allows', 'user', 'grasp', 'key', 'data', 'quickly']",use number present key data quantitative information number receive high attention making ideal conveying quantitative information plac ing beneath title subtitle top left allows user grasp key data quickly
1038,D043.003,data,"Support data understanding: Gamification should not overshadow the primary data but rather complement it, helping to illustrate and simplify complex information through engaging visual cues.",Support data understanding,,,,,,Nonspecific,Nonspecific," in the context of data analysis
and business intelligence, a dashboard aggregates essential information and presents
it in a user-friendly manner, often employing graphs, charts, and indicators for easy
interpretation. ",Krystyna Ziobro,"User-Centered Dashboard Design
Leveraging Design Thinking and Game Design Principles for
Improving User Engagement",2024,University of Gothenberg,IEEE search,Master's thesis,Well-researched and in-depth,5,https://gupea.ub.gu.se/bitstream/handle/2077/83690/CSE%2024-32%20KZ.pdf?sequence=1&isAllowed=y,Krystyna_003_support_data_understanding_gamification,Krystyna_003_support_data_understanding_gamification,"Support data understanding: Gamification should not overshadow the primary data but rather complement it, helping to illustrate and simplify complex information through engaging visual cues.","['support', 'data', 'understanding', 'gamification', 'overshadow', 'primary', 'data', 'rather', 'complement', 'helping', 'illustrate', 'simplify', 'complex', 'information', 'engaging', 'visual', 'cue']",support data understanding gamification overshadow primary data rather complement helping illustrate simplify complex information engaging visual cue
1061,D043.026,data,"Enhance user trust and engagement by transparently displaying information about data sources, collection methods, and analytical methodologies.",Transparency,,,,,,Nonspecific,Nonspecific," in the context of data analysis
and business intelligence, a dashboard aggregates essential information and presents
it in a user-friendly manner, often employing graphs, charts, and indicators for easy
interpretation. ",Krystyna Ziobro,"User-Centered Dashboard Design
Leveraging Design Thinking and Game Design Principles for
Improving User Engagement",2024,University of Gothenberg,IEEE search,Master's thesis,Well-researched and in-depth,5,https://gupea.ub.gu.se/bitstream/handle/2077/83690/CSE%2024-32%20KZ.pdf?sequence=1&isAllowed=y,Krystyna_026_enhance_user_trust_engagement,Krystyna_026_enhance_user_trust_engagement,"Enhance user trust and engagement by transparently displaying information about data sources, collection methods, and analytical methodologies.","['enhance', 'user', 'trust', 'engagement', 'transparently', 'displaying', 'information', 'data', 'source', 'collection', 'method', 'analytical', 'methodology']",enhance user trust engagement transparently displaying information data source collection method analytical methodology
1062,D043.027,data,"Explain scoring mechanisms: Clearly describe how points are calculated and what actions influence these scores. This helps users understand the fairness and rationale behind the gamification elements, enhancing their en- gagement and trust in the system",Explain scoring mechanisms,,,,,,Nonspecific,Nonspecific," in the context of data analysis
and business intelligence, a dashboard aggregates essential information and presents
it in a user-friendly manner, often employing graphs, charts, and indicators for easy
interpretation. ",Krystyna Ziobro,"User-Centered Dashboard Design
Leveraging Design Thinking and Game Design Principles for
Improving User Engagement",2024,University of Gothenberg,IEEE search,Master's thesis,Well-researched and in-depth,5,https://gupea.ub.gu.se/bitstream/handle/2077/83690/CSE%2024-32%20KZ.pdf?sequence=1&isAllowed=y,Krystyna_027_explain_scoring_mechanisms_clearly,Krystyna_027_explain_scoring_mechanisms_clearly,"Explain scoring mechanisms: Clearly describe how points are calculated and what actions influence these scores. This helps users understand the fairness and rationale behind the gamification elements, enhancing their en- gagement and trust in the system","['explain', 'scoring', 'mechanism', 'clearly', 'describe', 'point', 'calculated', 'action', 'influence', 'score', 'help', 'user', 'understand', 'fairness', 'rationale', 'behind', 'gamification', 'element', 'enhancing', 'gagement', 'trust', 'system']",explain scoring mechanism clearly describe point calculated action influence score help user understand fairness rationale behind gamification element enhancing gagement trust system
1063,D043.028,data,"Detail achievement criteria: Provide explicit criteria for how badges or other rewards are earned. This transparency helps users understand what is expected of them and the rewards’ significance, making gamification features more meaningful and motivating",Detail achievement criteria,,,,,,Nonspecific,Nonspecific," in the context of data analysis
and business intelligence, a dashboard aggregates essential information and presents
it in a user-friendly manner, often employing graphs, charts, and indicators for easy
interpretation. ",Krystyna Ziobro,"User-Centered Dashboard Design
Leveraging Design Thinking and Game Design Principles for
Improving User Engagement",2024,University of Gothenberg,IEEE search,Master's thesis,Well-researched and in-depth,5,https://gupea.ub.gu.se/bitstream/handle/2077/83690/CSE%2024-32%20KZ.pdf?sequence=1&isAllowed=y,Krystyna_028_detail_achievement_criteria_provide,Krystyna_028_detail_achievement_criteria_provide,"Detail achievement criteria: Provide explicit criteria for how badges or other rewards are earned. This transparency helps users understand what is expected of them and the rewards’ significance, making gamification features more meaningful and motivating","['detail', 'achievement', 'criterion', 'provide', 'explicit', 'criterion', 'badge', 'reward', 'earned', 'transparency', 'help', 'user', 'understand', 'expected', 'reward', 'significance', 'making', 'gamification', 'feature', 'meaningful', 'motivating']",detail achievement criterion provide explicit criterion badge reward earned transparency help user understand expected reward significance making gamification feature meaningful motivating
1065,D043.030,data,"Guidance on gamification elements: Offer detailed explanations of how gamification mechanisms work within the dashboard, such as how points are earned or what achievements represent. This helps demystify the process and enhances engagement.",Guidance on gamification elements,,,,,,Nonspecific,Nonspecific," in the context of data analysis
and business intelligence, a dashboard aggregates essential information and presents
it in a user-friendly manner, often employing graphs, charts, and indicators for easy
interpretation. ",Krystyna Ziobro,"User-Centered Dashboard Design
Leveraging Design Thinking and Game Design Principles for
Improving User Engagement",2024,University of Gothenberg,IEEE search,Master's thesis,Well-researched and in-depth,5,https://gupea.ub.gu.se/bitstream/handle/2077/83690/CSE%2024-32%20KZ.pdf?sequence=1&isAllowed=y,Krystyna_030_guidance_gamification_elements_offer,Krystyna_030_guidance_gamification_elements_offer,"Guidance on gamification elements: Offer detailed explanations of how gamification mechanisms work within the dashboard, such as how points are earned or what achievements represent. This helps demystify the process and enhances engagement.","['guidance', 'gamification', 'element', 'offer', 'detailed', 'explanation', 'gamification', 'mechanism', 'work', 'within', 'dashboard', 'point', 'earned', 'achievement', 'represent', 'help', 'demystify', 'process', 'enhances', 'engagement']",guidance gamification element offer detailed explanation gamification mechanism work within dashboard point earned achievement represent help demystify process enhances engagement
1098,D045.013,data,"Bias: H13: The dashboard should disclose any biases. These can include the author's personal biases, design biases, and/or biases in the data.",Bias,,,,,,Nonspecific,Nonspecific,Dashboards have become ubiquitous for analyzing and communicating data because their expressive designs allow them to address a diverse range of purposes and contexts [66]. ,Vidya Setlur; Michael Correll; Arvind Satyanarayan; Melanie Tory,Heuristics for Supporting Cooperative Dashboard Design,2024,TVCG,IEEE search,research paper,Well-considered and tested,5,https://ieeexplore.ieee.org/abstract/document/10297573/media#media,Vidya_013_bias_h13_dashboard_should,Vidya_013_bias_h13_dashboard_should,"Bias: H13: The dashboard should disclose any biases. These can include the author's personal biases, design biases, and/or biases in the data.","['bias', 'dashboard', 'disclose', 'bias', 'include', 'personal', 'bias', 'design', 'bias', 'bias', 'data']",bias dashboard disclose bias include personal bias design bias bias data
1099,D045.014,data,"Provenance: H14: The dashboard should communicate where the data came from, and what steps were taken to prepare the data.",Provenance,,,,,,Nonspecific,Nonspecific,Dashboards have become ubiquitous for analyzing and communicating data because their expressive designs allow them to address a diverse range of purposes and contexts [66]. ,Vidya Setlur; Michael Correll; Arvind Satyanarayan; Melanie Tory,Heuristics for Supporting Cooperative Dashboard Design,2024,TVCG,IEEE search,research paper,Well-considered and tested,5,https://ieeexplore.ieee.org/abstract/document/10297573/media#media,Vidya_014_provenance_h14_dashboard_should,Vidya_014_provenance_h14_dashboard_should,"Provenance: H14: The dashboard should communicate where the data came from, and what steps were taken to prepare the data.","['provenance', 'dashboard', 'communicate', 'data', 'came', 'step', 'taken', 'prepare', 'data']",provenance dashboard communicate data came step taken prepare data
1100,D045.015,data,Level of detail: H15: Charts within the dashboard are at the appropriate level of detail to convey the intended message.,Level of detail,,,,,,Nonspecific,Nonspecific,Dashboards have become ubiquitous for analyzing and communicating data because their expressive designs allow them to address a diverse range of purposes and contexts [66]. ,Vidya Setlur; Michael Correll; Arvind Satyanarayan; Melanie Tory,Heuristics for Supporting Cooperative Dashboard Design,2024,TVCG,IEEE search,research paper,Well-considered and tested,5,https://ieeexplore.ieee.org/abstract/document/10297573/media#media,Vidya_015_level_detail_h15_charts,Vidya_015_level_detail_h15_charts,Level of detail: H15: Charts within the dashboard are at the appropriate level of detail to convey the intended message.,"['level', 'detail', 'chart', 'within', 'dashboard', 'appropriate', 'level', 'detail', 'convey', 'intended', 'message']",level detail chart within dashboard appropriate level detail convey intended message
1105,D045.020,data,"Communication of concepts: H20: Concepts or metrics (e.g., date formats , time, currency, measurement) are either easily understandable or clearly defined in the dashboard.",Communication of concepts,,,,,,Nonspecific,Nonspecific,Dashboards have become ubiquitous for analyzing and communicating data because their expressive designs allow them to address a diverse range of purposes and contexts [66]. ,Vidya Setlur; Michael Correll; Arvind Satyanarayan; Melanie Tory,Heuristics for Supporting Cooperative Dashboard Design,2024,TVCG,IEEE search,research paper,Well-considered and tested,5,https://ieeexplore.ieee.org/abstract/document/10297573/media#media,Vidya_020_communication_concepts_h20_concepts,Vidya_020_communication_concepts_h20_concepts,"Communication of concepts: H20: Concepts or metrics (e.g., date formats , time, currency, measurement) are either easily understandable or clearly defined in the dashboard.","['communication', 'concept', 'concept', 'metric', 'date', 'format', 'time', 'currency', 'measurement', 'either', 'easily', 'understandable', 'clearly', 'defined', 'dashboard']",communication concept concept metric date format time currency measurement either easily understandable clearly defined dashboard
1106,D045.021,data,Context: H21: There is sufficient contextual information that describes what the dashboard is about.,Context,,,,,,Nonspecific,Nonspecific,Dashboards have become ubiquitous for analyzing and communicating data because their expressive designs allow them to address a diverse range of purposes and contexts [66]. ,Vidya Setlur; Michael Correll; Arvind Satyanarayan; Melanie Tory,Heuristics for Supporting Cooperative Dashboard Design,2024,TVCG,IEEE search,research paper,Well-considered and tested,5,https://ieeexplore.ieee.org/abstract/document/10297573/media#media,Vidya_021_context_h21_there_sufficient,Vidya_021_context_h21_there_sufficient,Context: H21: There is sufficient contextual information that describes what the dashboard is about.,"['context', 'sufficient', 'contextual', 'information', 'describes', 'dashboard']",context sufficient contextual information describes dashboard
1123,D045.038,data,Conclusion: H38: The conclusions match what the charts in the dashboard show.,Conclusion,,,,,,Nonspecific,Nonspecific,Dashboards have become ubiquitous for analyzing and communicating data because their expressive designs allow them to address a diverse range of purposes and contexts [66]. ,Vidya Setlur; Michael Correll; Arvind Satyanarayan; Melanie Tory,Heuristics for Supporting Cooperative Dashboard Design,2024,TVCG,IEEE search,research paper,Well-considered and tested,5,https://ieeexplore.ieee.org/abstract/document/10297573/media#media,Vidya_038_conclusion_h38_conclusions_match,Vidya_038_conclusion_h38_conclusions_match,Conclusion: H38: The conclusions match what the charts in the dashboard show.,"['conclusion', 'conclusion', 'match', 'chart', 'dashboard', 'show']",conclusion conclusion match chart dashboard show
1124,D045.039,data,Trust: H39: There is adequate evidence that the dashboard is truthful. The dashboard should be able to convince the key takeaway through credibility and trustworthiness (e.g. ethos appeal).,Trust,,,,,,Nonspecific,Nonspecific,Dashboards have become ubiquitous for analyzing and communicating data because their expressive designs allow them to address a diverse range of purposes and contexts [66]. ,Vidya Setlur; Michael Correll; Arvind Satyanarayan; Melanie Tory,Heuristics for Supporting Cooperative Dashboard Design,2024,TVCG,IEEE search,research paper,Well-considered and tested,5,https://ieeexplore.ieee.org/abstract/document/10297573/media#media,Vidya_039_trust_h39_there_adequate,Vidya_039_trust_h39_there_adequate,Trust: H39: There is adequate evidence that the dashboard is truthful. The dashboard should be able to convince the key takeaway through credibility and trustworthiness (e.g. ethos appeal).,"['trust', 'adequate', 'evidence', 'dashboard', 'truthful', 'dashboard', 'able', 'convince', 'key', 'takeaway', 'credibility', 'trustworthiness', 'ethos', 'appeal']",trust adequate evidence dashboard truthful dashboard able convince key takeaway credibility trustworthiness ethos appeal
0,D001.001,digestible,think about your dashboard on different devices.,Decide on the layout,"When designing, think about your dashboard on different devices.",How should it look on a mobile compared to a large screen? ,,"Whatever the goal of your dashboard, the following best practices will put you on the right path to creating effective dashboards.",,Nonspecific,"Excel, Power BI",A dashboard is a visual presentation of key information.,Alan Murray,12 Best Practices in Dashboard Design,Unknown,Go Skills,Google,web article,Publisher primarily sells trainings,3,https://www.goskills.com/Excel/Resources/Best-practices-in-dashboard-design,Alan_001_think_about_dashboard_different,Alan_001_think_about_dashboard_different,think about your dashboard on different devices.,"['think', 'dashboard', 'different', 'device']",think dashboard different device
32,D002.016,digestible,Use clear labels your audience will understand,Use clear labels your audience will understand,"When labeling, use clear language your audience understands, because of confusion + for accessibility.","A key part of your dashboard are the labels that describe each metric or chart. They should be self explanatory, and unambiguous for your viewers At the same time, you should try and keep them as short as possible to avoid cluttering up your board and getting in the way of the data.",Simplified Image,,,Nonspecific,Nonspecific,Undefined,Geckoboard,Design and build a great dashboard,2023,Geckoboard,Google,Web article,Publisher has a dashboard-making product,4,https://www.geckoboard.com/best-practice/dashboard-design/,Geckoboard_016_use_clear_labels_audience,Geckoboard_016_use_clear_labels_audience,Use clear labels your audience will understand,"['use', 'clear', 'label', 'audience', 'understand']",use clear label audience understand
33,D002.017,digestible,Abbreviations can be helpful too (as long as your audience understand them),Use clear labels your audience will understand,"When abbreviating, make sure the audience understands them, because of ambiguity + for smoother reading.",You may also get away with a shorter definition for a metric if people are already familiar with it.,“7d” instead of “7 days”,,,Nonspecific,Nonspecific,Undefined,Geckoboard,Design and build a great dashboard,2023,Geckoboard,Google,Web article,Publisher has a dashboard-making product,4,https://www.geckoboard.com/best-practice/dashboard-design/,Geckoboard_017_abbreviations_can_helpful_too,Geckoboard_017_abbreviations_can_helpful_too,Abbreviations can be helpful too (as long as your audience understand them),"['abbreviation', 'helpful', 'long', 'audience', 'understand']",abbreviation helpful long audience understand
35,D002.019,digestible,Remember it’s for people,Remember it’s for people,"When designing dashboards, remember it’s for people, because of disengaged users + for better interaction.","So whether it’s a Twitter feed, new deals, or a daily cat gif, remember it’s ok to break the rules sometimes if it means people engage with your dashboard. Just don’t go too wild.",,,,Nonspecific,Nonspecific,Undefined,Geckoboard,Design and build a great dashboard,2023,Geckoboard,Google,Web article,Publisher has a dashboard-making product,4,https://www.geckoboard.com/best-practice/dashboard-design/,Geckoboard_019_remember_people,Geckoboard_019_remember_people,Remember it’s for people,"['remember', 'people']",remember people
36,D002.020,digestible,"Ultimately, [dashboard design is] about getting people to engage with the information",Remember it’s for people,,"So whether it’s a Twitter feed, new deals, or a daily cat gif, remember it’s ok to break the rules sometimes if it means people engage with your dashboard. Just don’t go too wild.",,,,Nonspecific,Nonspecific,Undefined,Geckoboard,Design and build a great dashboard,2023,Geckoboard,Google,Web article,Publisher has a dashboard-making product,4,https://www.geckoboard.com/best-practice/dashboard-design/,Geckoboard_020_ultimately_dashboard_design_about,Geckoboard_020_ultimately_dashboard_design_about,"Ultimately, [dashboard design is] about getting people to engage with the information","['ultimately', 'dashboard', 'design', 'getting', 'people', 'engage', 'information']",ultimately dashboard design getting people engage information
37,D002.021,digestible,Keep evolving your dashboards,Keep evolving your dashboards,"When developing dashboards, keep improving them, because of changing needs + for continued relevance.",,,,,Nonspecific,Nonspecific,Undefined,Geckoboard,Design and build a great dashboard,2023,Geckoboard,Google,Web article,Publisher has a dashboard-making product,4,https://www.geckoboard.com/best-practice/dashboard-design/,Geckoboard_021_keep_evolving_dashboards,Geckoboard_021_keep_evolving_dashboards,Keep evolving your dashboards,"['keep', 'evolving', 'dashboard']",keep evolving dashboard
38,D002.022,digestible,Check your dashboard is driving the behaviour you intended.,Keep evolving your dashboards,"When evaluating impact, check that the dashboard drives the intended behavior, because of misalignment + for goal effectiveness.",Step back from your board every now and then and look at how all the elements work together. Remind yourself what information you’re primarily trying to get across and how effectively those important elements stand out.,,,,Nonspecific,Nonspecific,Undefined,Geckoboard,Design and build a great dashboard,2023,Geckoboard,Google,Web article,Publisher has a dashboard-making product,4,https://www.geckoboard.com/best-practice/dashboard-design/,Geckoboard_022_check_dashboard_driving_behaviour,Geckoboard_022_check_dashboard_driving_behaviour,Check your dashboard is driving the behaviour you intended.,"['check', 'dashboard', 'driving', 'behaviour', 'intended']",check dashboard driving behaviour intended
61,D003.023,digestible,Personalization rather than customization.,Personalization rather than customization.,,Personalization is done by the system itself […] Customization is done by the user.,Simplified Image,,,Nonspecific,Nonspecific,"an at a glance preview of the most crucial information for the user at the moment he is looking at it, and an easy way to navigate directly to various areas of the application that require users attention. Operational dashboards aim to impart critical information quickly to users as they are engaged in time-sensitive tasks. Analytical dashboards provide the user with at-a-glance information used for analysis and decision making.",Taras Bakusevych,10 rules for better dashboard design,2018,Medium - UX Planet,Google,Web article,Author claims significant design experience,4,https://uxplanet.org/10-rules-for-better-dashboard-design-ef68189d734c,Taras_023_personalization_rather_than_customization,Taras_023_personalization_rather_than_customization,Personalization rather than customization.,"['personalization', 'rather', 'customization']",personalization rather customization
64,D004.001,digestible,Know your audience,Know your audience,,The best dashboards are built with their intended audience in mind. ,,,,Nonspecific,Nonspecific,Undefined,Tableau,10 Best Practices for Building Effective Dashboards,Unknown,Tableau,Google,PDF,Tableau is known to have employed many vis researchers,5,https://origin-tableau-www.tableau.com/sites/default/files/whitepapers/10_best_practices_for_building_effective_dashboardswp.pdf,Tableau_001_know_audience,Tableau_001_know_audience,Know your audience,"['know', 'audience']",know audience
65,D004.002,digestible,It’s also important to know your audience’s level of expertise with the subject matter and data. ,Know your audience,,"If you don’t know a lot about the audience, start by asking questions about their priorities and how they consume data to inform the best way to present the data.",,,,Nonspecific,Nonspecific,Undefined,Tableau,10 Best Practices for Building Effective Dashboards,Unknown,Tableau,Google,PDF,Tableau is known to have employed many vis researchers,5,https://origin-tableau-www.tableau.com/sites/default/files/whitepapers/10_best_practices_for_building_effective_dashboardswp.pdf,Tableau_002_also_important_know_audience,Tableau_002_also_important_know_audience,It’s also important to know your audience’s level of expertise with the subject matter and data.,"['also', 'important', 'know', 'audience', 'level', 'expertise', 'subject', 'matter', 'data']",also important know audience level expertise subject matter data
67,D004.004,digestible,Consider display size,Consider display size,,"If you build a dashboard solely for a desktop monitor, but your viewers primarily use their mobile phones to consume data, you’re probably not going to have a very satisfied audience. ",,,,Nonspecific,Nonspecific,Undefined,Tableau,10 Best Practices for Building Effective Dashboards,Unknown,Tableau,Google,PDF,Tableau is known to have employed many vis researchers,5,https://origin-tableau-www.tableau.com/sites/default/files/whitepapers/10_best_practices_for_building_effective_dashboardswp.pdf,Tableau_004_consider_display_size,Tableau_004_consider_display_size,Consider display size,"['consider', 'display', 'size']",consider display size
69,D004.006,digestible,Stack content vertically for phone screens:,Consider display size,,Most people use their phones in portrait mode.,Exemplar Dashboard,,,Nonspecific,Nonspecific,Undefined,Tableau,10 Best Practices for Building Effective Dashboards,Unknown,Tableau,Google,PDF,Tableau is known to have employed many vis researchers,5,https://origin-tableau-www.tableau.com/sites/default/files/whitepapers/10_best_practices_for_building_effective_dashboardswp.pdf,Tableau_006_stack_content_vertically_phone,Tableau_006_stack_content_vertically_phone,Stack content vertically for phone screens:,"['stack', 'content', 'vertically', 'phone', 'screen']",stack content vertically phone screen
70,D004.007,digestible,Plan for fast load times,Plan for fast load times,,,,,,Nonspecific,Nonspecific,Undefined,Tableau,10 Best Practices for Building Effective Dashboards,Unknown,Tableau,Google,PDF,Tableau is known to have employed many vis researchers,5,https://origin-tableau-www.tableau.com/sites/default/files/whitepapers/10_best_practices_for_building_effective_dashboardswp.pdf,Tableau_007_plan_fast_load_times,Tableau_007_plan_fast_load_times,Plan for fast load times,"['plan', 'fast', 'load', 'time']",plan fast load time
71,D004.008,digestible,"Wherever possible, especially on production views, perform calculations in the database to reduce overhead. ",Plan for fast load times,,,,,,Nonspecific,Nonspecific,Undefined,Tableau,10 Best Practices for Building Effective Dashboards,Unknown,Tableau,Google,PDF,Tableau is known to have employed many vis researchers,5,https://origin-tableau-www.tableau.com/sites/default/files/whitepapers/10_best_practices_for_building_effective_dashboardswp.pdf,Tableau_008_wherever_possible_especially_production,Tableau_008_wherever_possible_especially_production,"Wherever possible, especially on production views, perform calculations in the database to reduce overhead.","['wherever', 'possible', 'especially', 'production', 'view', 'perform', 'calculation', 'database', 'reduce', 'overhead']",wherever possible especially production view perform calculation database reduce overhead
72,D004.009,digestible,"Determine if you need to limit the amount of data surfaced in your dashboard,",Plan for fast load times,,,,,,Nonspecific,Nonspecific,Undefined,Tableau,10 Best Practices for Building Effective Dashboards,Unknown,Tableau,Google,PDF,Tableau is known to have employed many vis researchers,5,https://origin-tableau-www.tableau.com/sites/default/files/whitepapers/10_best_practices_for_building_effective_dashboardswp.pdf,Tableau_009_determine_you_need_limit,Tableau_009_determine_you_need_limit,"Determine if you need to limit the amount of data surfaced in your dashboard,","['determine', 'need', 'limit', 'amount', 'data', 'surfaced', 'dashboard']",determine need limit amount data surfaced dashboard
79,D004.016,digestible,"As addicting as it is to customize dashboards, avoid adding unnecessary objects that get in the way of your dashboard’s capacity to quickly inform your audience.",Limit the number of views and colors,,,Exemplar Dashboard (Positive + Negative),,,Nonspecific,Nonspecific,Undefined,Tableau,10 Best Practices for Building Effective Dashboards,Unknown,Tableau,Google,PDF,Tableau is known to have employed many vis researchers,5,https://origin-tableau-www.tableau.com/sites/default/files/whitepapers/10_best_practices_for_building_effective_dashboardswp.pdf,Tableau_016_addicting_customize_dashboards_avoid,Tableau_016_addicting_customize_dashboards_avoid,"As addicting as it is to customize dashboards, avoid adding unnecessary objects that get in the way of your dashboard’s capacity to quickly inform your audience.","['addicting', 'customize', 'dashboard', 'avoid', 'adding', 'unnecessary', 'object', 'get', 'way', 'dashboard', 'capacity', 'quickly', 'inform', 'audience']",addicting customize dashboard avoid adding unnecessary object get way dashboard capacity quickly inform audience
91,D004.028,digestible,Take a step back and consider your dashboard from the perspective of someone who’s never seen it.,Eliminate clutter,,"Every element should serve a purpose. If a title, legend, or axis label isn’t necessary, consider getting rid of it",,,,Nonspecific,Nonspecific,Undefined,Tableau,10 Best Practices for Building Effective Dashboards,Unknown,Tableau,Google,PDF,Tableau is known to have employed many vis researchers,5,https://origin-tableau-www.tableau.com/sites/default/files/whitepapers/10_best_practices_for_building_effective_dashboardswp.pdf,Tableau_028_take_step_back_consider,Tableau_028_take_step_back_consider,Take a step back and consider your dashboard from the perspective of someone who’s never seen it.,"['take', 'step', 'back', 'consider', 'dashboard', 'perspective', 'someone', 'never', 'seen']",take step back consider dashboard perspective someone never seen
93,D004.030,digestible,keep going back to existing dashboards with fresh eyes.,Eliminate clutter,,Simplifying your dashboard design is often an iterative proces,,,,Nonspecific,Nonspecific,Undefined,Tableau,10 Best Practices for Building Effective Dashboards,Unknown,Tableau,Google,PDF,Tableau is known to have employed many vis researchers,5,https://origin-tableau-www.tableau.com/sites/default/files/whitepapers/10_best_practices_for_building_effective_dashboardswp.pdf,Tableau_030_keep_going_back_existing,Tableau_030_keep_going_back_existing,keep going back to existing dashboards with fresh eyes.,"['keep', 'going', 'back', 'existing', 'dashboard', 'fresh', 'eye']",keep going back existing dashboard fresh eye
94,D004.031,digestible,Test your dashboard for usability,Test your dashboard for usability,,,,,,Nonspecific,Nonspecific,Undefined,Tableau,10 Best Practices for Building Effective Dashboards,Unknown,Tableau,Google,PDF,Tableau is known to have employed many vis researchers,5,https://origin-tableau-www.tableau.com/sites/default/files/whitepapers/10_best_practices_for_building_effective_dashboardswp.pdf,Tableau_031_test_dashboard_usability,Tableau_031_test_dashboard_usability,Test your dashboard for usability,"['test', 'dashboard', 'usability']",test dashboard usability
